PropertyAddressFull,AreaLotSF
3661 LAS POSAS RD STE 170,868586.0
3661 LAS POSAS RD STE 172,868586.0
3687 LAS POSAS RD # H182,868586.0
3687 LAS POSAS RD STE 187,868586.0
2460 N PONDEROSA DR # A108,868586.0
,104842.0
,100448.0
2438 N PONDEROSA DR # C210,868586.0
4101 LAS POSAS RD,417624.0
,92718.0
,85277.0
ADOLFO RD,21024.0
5170 PRAIRIEVIEW ST,5064.0
5104 HILLRIDGE DR,8274.0
5240 CORTE BOCINA,115575.0
VENTURA BLVD,2792.0
PROMENADE DR,20473.0
,81788.0
816 CAMARILLO SPRINGS RD # 4,0.0
,3455.0
816 CAMARILLO SPRINGS RD # 5,0.0
,1253.0
816 CAMARILLO SPRINGS RD # 6,0.0
816 CAMARILLO SPRINGS RD # 7,0.0
816 CAMARILLO SPRINGS RD # 8,0.0
,1367.0
5999 RIDGE VIEW ST # B,0.0
5999 RIDGE VIEW ST # A,0.0
,1368.0
,1368.0
,1629.0
2435 VENTURA BLVD STE B,4524.0
283 S GLENN DR,286624.0
,7808.0
,2700.0
,1441.0
,1326.0
,20999.0
3251 CORTE MALPASO STE 509,0.0
,0.0
,0.0
621 VIA ALONDRA STE 601,0.0
,21000.0
90 CAMARILLO ST,15920.0
,2450.0
,2450.0
,7050.0
484 MOBIL AVE STE 3,1742.0
,6000.0
484 MOBIL AVE STE 4,1742.0
,21560.0
,32031.0
1532 ALVISO ST,6133.0
484 MOBIL AVE STE 8,1742.0
484 MOBIL AVE STE 9,1742.0
1538 ALVISO ST,5079.0
1590 RAMONA DR,20353.0
1544 ALVISO ST,5436.0
1550 ALVISO ST,5079.0
1556 ALVISO ST,5436.0
3196 CALLE DE DEBESA,52200.0
3034 CALLE DE MAREJADA,43500.0
2291 PICKWICK DR,55458.0
1562 ALVISO ST,5079.0
1568 ALVISO ST,5436.0
698 MOBIL AVE,40510.0
,5079.0
2357 PICKWICK DR,20660.0
590 CONSTITUTION AVE STE B,3119.0
590 CONSTITUTION AVE STE G,3119.0
568 CONSTITUTION AVE STE C,3119.0
,5437.0
3200 CORTE MALPASO STE 102,0.0
3222 CORTE MALPASO STE 202,0.0
,5563.0
3222 CORTE MALPASO STE 203,0.0
SLIPS D17A,0.0
SLIP E-13,0.0
SLIP D-13,0.0
SLIP F-5,0.0
SLIP F-12 VTA PORT DIST,0.0
SLIP D-18,0.0
SLIP F-14,0.0
SLIP D-9,0.0
SLIP E-1,0.0
N SITUS,0.0
N SITUS,0.0
3390 WRIGHT RD,0.0
N SITUS,0.0
N SITUS,0.0
N SITUS,0.0
N SITUS,0.0
4388 CENTRAL AVE SPC 34,103237.0
1317 DEL NORTE RD,58280.0
771 E DAILY DR,20293.0
751 E DAILY DR,40946.0
760 PASEO CAMARILLO,27443.0
215 E DAILY DR,108159.0
450 ROSEWOOD AVE,34761.0
400 ROSEWOOD AVE,17380.0
711 E DAILY DR,25265.0
555 ROSEWOOD AVE,260488.0
60 MISSION DR,10362.0
1741 LAS POSAS RD,42100.0
131 W PONDEROSA DR,10404.0
127 CALLE LA SOMBRA,10452.0
126 RIPLEY ST,10452.0
903 PASEO CAMARILLO,179032.0
705 PASEO CAMARILLO,120661.0
770 PASEO CAMARILLO,29952.0
761 E DAILY DR,27702.0
1000 PASEO CAMARILLO,71002.0
1200 PASEO CAMARILLO,84070.0
330 N LANTANA ST,143312.0
300 N LANTANA ST,64033.0
2600 E PONDEROSA DR,360241.0
2105 E PONDEROSA DR,132126.0
4388 CENTRAL AVE SPC 77,103237.0
28 GITANA AVE # 166,3633.0
27 MARGARITA AVE # 32,3885.0
38 MARGARITA AVE # 243,4289.0
30 MARGARITA AVE # 223,4222.0
7 MARGARITA AVE # 42,4392.0
47 ISABEL AVE # 54,4232.0
15 IRENA AVE # 108,3522.0
18 GITANA AVE # 161,3807.0
33 ISABEL AVE # 61,4068.0
11 CHRISTINA AVE # 178,3902.0
25 CHRISTINA AVE # 171,4764.0
5 IRENA AVE # 113,3551.0
50 MARGARITA AVE # 249,5360.0
7 IRENA AVE # 112,3531.0
21 ISABEL AVE # 67,3972.0
52 MARGARITA AVE # 250,7070.0
27 IRENA AVE # 102,3439.0
4 CHRISTINA AVE # 185,4263.0
28 IRENA AVE # 129,3602.0
1 PASEO MARGARITA # 241,3704.0
4 GITANA AVE # 154,3762.0
17 MARGARITA AVE # 37,4475.0
8 GITANA AVE # 156,3736.0
22 IRENA AVE # 126,3550.0
214 MCKEE ST,6851.0
3086 SOLIMAR BEACH DR,3395.0
8585 OCEAN VIEW RD,469576.0
3401 OLIVAS PARK DR,12874158.0
6813 W SANTA BARBARA AVE,2588.0
6815 W SANTA BARBARA AVE,2588.0
6817 W SANTA BARBARA AVE,2588.0
6843 ZELZAH AVE,2588.0
6931 FILLMORE AVE,2588.0
11735 W TELEGRAPH RD,102369.0
848 CORSICANA DR,13110.0
1111 CORSICANA DR,13310.0
1102 CORSICANA DR,13300.0
1124 CORSICANA DR,13300.0
1164 CORSICANA DR,13300.0
1176 CORSICANA DR,13300.0
1202 CORSICANA DR,19945.0
1139 WALNUT DR,13300.0
1167 WALNUT DR,13300.0
1187 WALNUT DR,13300.0
1213 WALNUT DR,13300.0
1105 WALNUT DR,26600.0
787 SALEM AVE,6493.0
823 SALEM AVE,6493.0
825 SALEM AVE,6493.0
857 SALEM AVE,6493.0
877 SALEM AVE,6493.0
501 CORSICANA DR,12843.0
450 SIMON WAY,6510.0
498 SIMON WAY,6777.0
437 SIMON WAY,6300.0
3420 CORTEZ ST,6667.0
3410 CORTEZ ST,6777.0
3435 ELAINE ST,6300.0
3427 ELAINE ST,6300.0
3447 ELAINE ST,6300.0
3417 ELAINE ST,6300.0
3411 ELAINE ST,6777.0
3455 ELAINE ST,6300.0
3465 ELAINE ST,6300.0
320 HELSAM AVE,6398.0
332 HELSAM AVE,6398.0
344 HELSAM AVE,6397.0
356 HELSAM AVE,6397.0
321 HELSAM AVE,6720.0
311 HELSAM AVE,6615.0
3470 GEORGE ST,6300.0
3480 GEORGE ST,6300.0
3490 GEORGE ST,6300.0
3496 GEORGE ST,7509.0
3420 GEORGE ST,6300.0
3410 GEORGE ST,7887.0
302 LEMAR AVE,9407.0
480 HELSAM AVE,6398.0
383 LEMAR AVE,7147.0
438 SIMON WAY,6510.0
312 LEMAR AVE,6510.0
324 LEMAR AVE,6510.0
334 LEMAR AVE,6510.0
301 LEMAR AVE,8222.0
311 LEMAR AVE,7002.0
3489 CITRUS ST,6615.0
344 LEMAR AVE,6510.0
3375 MINNA ST,6300.0
3485 RENE ST,10600.0
373 LEMAR AVE,7143.0
393 LEMAR AVE,7151.0
401 LEMAR AVE,7155.0
3497 BALBOA ST,6833.0
355 CORSICANA DR,13163.0
3170 CITRUS ST,22889.0
317 CORSICANA DR,13165.0
425 SALEM AVE,6510.0
439 WALNUT DR,13110.0
362 SIMON WAY,6510.0
396 CORSICANA DR,13110.0
122 CORSICANA DR,13300.0
402 SALEM AVE,6387.0
3460 CORTEZ ST,6668.0
3470 CORTEZ ST,6668.0
3478 CORTEZ ST,6668.0
3486 CORTEZ ST,6667.0
3485 ELAINE ST,10500.0
3471 ELAINE ST,8600.0
301 SIMON WAY,8204.0
486 WILL AVE,6300.0
498 WILL AVE,6777.0
485 WILL AVE,6510.0
303 CORSICANA DR,13167.0
3479 BALBOA ST,6676.0
3471 BALBOA ST,6676.0
3451 BALBOA ST,6676.0
159 WALNUT DR,13300.0
201 WALNUT DR,13300.0
139 WALNUT DR,13300.0
217 WALNUT DR,13300.0
233 WALNUT DR,13300.0
373 SIMON WAY,6300.0
402 WILL AVE,6300.0
394 WILL AVE,6300.0
401 WILL AVE,6510.0
384 WILL AVE,6300.0
393 WILL AVE,6510.0
3418 ELAINE ST,6300.0
1125 FITZGERALD RD,1111.0
975 VENTURA AVE,7100.0
130 W COCHRAN ST,181016.0
1720 E LOS ANGELES AVE,73005.0
110 W COCHRAN ST,244859.0
1235 FITZGERALD RD,926.0
1791 ERRINGER RD,13946.0
1960 SEQUOIA AVE,98445.0
2767 STEARNS ST,1287.0
1591 PRATHER ST,11364.0
1633 ERRINGER RD,46600.0
1235 FITZGERALD RD,1111.0
3458 HIGHWOOD CT,1306.0
1671 PATRICIA AVE,15074.0
5956 E LOS ANGELES AVE,36608.0
60 W EASY ST,45302.0
1010 ASHLAND AVE,13186.0
1769 PATRICIA AVE,43631.0
4496 LUBBOCK DR,3484.0
1810 YOSEMITE AVE,163785.0
1415 PATRICIA AVE,47194.0
2585 COCHRAN ST,41818.0
2613 PRATHER ST,10512.0
991 VENTURA AVE,7052.0
1195 FITZGERALD RD,926.0
1564 PRATHER ST,9981.0
5197 E LOS ANGELES AVE,22366.0
2109 TAPO ST,33786.0
1235 FITZGERALD RD,960.0
2955 COCHRAN ST,77587.0
2975 COCHRAN ST,82278.0
3694 PACIFIC COAST HWY,7003.0
250 E EASY ST,27878.0
272 NORFLEET LN,1520.0
3453 HIGHWOOD CT,1274.0
6480 KATHERINE RD,881306.0
420 HUYLER LN,1280.0
1245 FITZGERALD RD,1111.0
1125 FITZGERALD RD,1222.0
,0.0
,0.0
350 E EASY ST,56192.0
2243 AGATE CT,26440.0
1880 SINALOA RD,20000.0
660 E LOS ANGELES AVE,192035.0
1843 PATRICIA AVE,27500.0
1851 PATRICIA AVE,29700.0
1755 ERRINGER RD,12375.0
1755 ERRINGER RD,26175.0
1687 ERRINGER RD,83967.0
1788 PATRICIA AVE,43647.0
1518 PATRICIA AVE,696524.0
1200 E LOS ANGELES AVE,39111.0
1919 WILLIAMS ST,38432.0
195 TIERRA REJADA RD UNIT 115,1512.0
195 TIERRA REJADA RD UNIT 35,1200.0
6480 KATHERINE RD,103237.0
2345 ERRINGER RD,69696.0
3340 E LOS ANGELES AVE,48787.0
3310 E LOS ANGELES AVE,28690.0
5008 ARROYO LN,229699.0
5112 HIDDEN VISTA CT,96244.0
2806 FAIRBANKS AVE,226690.0
2944 TAPO CANYON RD,55217.0
,6000.0
1900 S LEWIS RD,859500.0
,6000.0
1356 FAIRWAY DR,31045.0
,6000.0
,6000.0
,6000.0
4070 E VENTURA BLVD,20352.0
,6000.0
860 CALLE DEL NORTE,27864.0
561 CALLE DEL NORTE,20799.0
253 VALLEY VISTA DR,45679.0
,50500.0
,27451.0
,38423.0
2138 VIA VENETO,53579.0
971 MISSION DR,45017.0
1041 MISSION DR,149822.0
,187508.0
59 RAMONA PL,45522.0
,79326.0
249 E LOOP DR,39842.0
210 W HIGHLAND DR,87991.0
,102583.0
,5282.0
466 E HIGHLAND DR,35918.0
,4750.0
75 VIENTOS RD,60548.0
220 ANACAPA DR,27162.0
,4750.0
500 ALOSTA DR,20106.0
,4750.0
,4854.0
845 MISSION DR,16808.0
,6004.0
3072 E LOS ANGELES AVE,2891876.0
,9352.0
1031 BLANK PURSUANT CA GC62 DR,58413.0
,8640.0
845 MISSION DR,26652.0
,6199.0
,2274475.0
,1542024.0
,8399.0
,479160.0
,35281.0
,17662.0
,61314.0
,827640.0
,32091.0
,326700.0
,32000.0
,6161.0
,304920.0
,3311431.0
,6093.0
,5999.0
,5999.0
,3311431.0
,5999.0
,5999.0
,3069673.0
,5999.0
,3069673.0
,5999.0
,7592526.0
,5999.0
,5999.0
,5999.0
,525623.0
,6093.0
,345187.0
,6618.0
,1863061.0
,6472.0
,6531.0
,1961942.0
,6000.0
,1751548.0
,6049.0
,1760260.0
,1781168.0
,1809482.0
,1763744.0
,6126.0
,8261154.0
,8301.0
,93627.0
,22694760.0
,16221744.0
,11628.0
,8198.0
,5575.0
,11151360.0
,6188.0
,19031186.0
,7324.0
,5063850.0
,67961.0
3903 CALLE TECATE,136875.0
3201 CORTE MALPASO STE 301,0.0
,10126.0
,9312.0
,9633.0
1716 SHORELINE ST,2732.0
,9633.0
468 CHAPALA DR,1742.0
,9634.0
,9695.0
,12191.0
5908 HERITAGE PL,8762.0
205 N GLENN DR,8388.0
248 ARNEILL RD,6675.0
3251 CORTE MALPASO STE 501,7600.0
,178958.0
3251 CORTE MALPASO STE 501A,0.0
,10025.0
6186 FREMONT CIR,6357.0
,8034.0
729 BUENOS TIEMPOS DR,15542.0
3211 CORTE MALPASO STE 404,0.0
484 MOBIL AVE # 24,1742.0
484 MOBIL AVE # 32,1742.0
484 MOBIL AVE STE 41,1742.0
,8196.0
484 MOBIL AVE STE 47,1742.0
,7918.0
300 CAMARILLO RANCH RD,305879.0
3251 CORTE MALPASO STE 501C,0.0
,8363.0
WOOD CREEK RD,5332.0
341 MIKE LOZA DR,659029.0
,8363.0
6811 CALLE LUMINOSO,30012.0
,7922.0
ADOLFO RD,44072.0
MAYA LINDA,8066.0
,10029.0
CALLE HIGUERA,210830.0
,29999.0
317 W VENTURA BLVD,26886.0
,29854.0
815 CAMARILLO SPRINGS RD # C,0.0
,191021.0
,37280.0
,0.0
815 CAMARILLO SPRINGS RD # A,0.0
15 ISABEL AVE # 70,3929.0
,0.0
23 ISABEL AVE # 66,3952.0
,0.0
6468 LADA AVE,5206.0
1337 CHAPEL DR,6252.0
5967 PASEO ENCANTADA,1288.0
,618.0
15 ISABEL AVE # 71,3944.0
,1629.0
6378 LADA AVE,6120.0
799 CAMARILLO SPRINGS RD,32670.0
437 DAWSON DR,42015.0
,1368.0
,1368.0
,1367.0
,1253.0
,3454.0
463 DAWSON DR,42014.0
61 OAK ST # 69,7500.0
2024 VENTURA BLVD,6250.0
2024 VENTURA BLVD,9375.0
161 PLAZA LA VIS,122160.0
150 WOOD RD STE E,87120.0
150 WOOD RD STE F,87120.0
,1241.0
816 CAMARILLO SPRINGS RD # 1,0.0
,1368.0
,1628.0
816 CAMARILLO SPRINGS RD # 3,0.0
,1629.0
,1368.0
,1367.0
,1368.0
,1241.0
1076 AVENIDA DE APRISA,47480.0
1052 SKEEL DR,8050.0
819 CORTE LA CIENEGA,45738.0
230 CRESTVIEW AVE,234459.0
1625 OHEARN WAY,10548.0
49 MISSION DR,48351.0
145 S KALORAMA ST,4964.0
230-232 S TENTH ST,5000.0
363 ANACAPA DR,15488.0
445 ROSEWOOD AVE STE B,871.0
340 ROSEWOOD AVE STE F,871.0
2713 LOS NOGALES AVE,7388.0
1564 LEXINGTON CT,7871.0
145 CRESTVIEW AVE,64904.0
809 CORTE FRONDOSA,43996.0
,0.0
4000 CALLE TECATE STE 201,7698.0
4000 CALLE TECATE STE 203,7698.0
,0.0
,0.0
4000 CALLE TECATE STE 204,7698.0
,0.0
4000 CALLE TECATE STE 205,7698.0
1471 CHRISTINE AVE,12880.0
1925 ERRINGER RD,38506.0
2073 LUPIN ST,6300.0
1830 COCHRAN ST,31796.0
2202 TRINWAY AVE,6700.0
5150 E LOS ANGELES AVE # 141,1000.0
980 ENCHANTED WAY STE 100,458524.0
4133 GUARDIAN ST # G,13436.0
1778 ERRINGER RD,13424.0
556 FAIRFIELD RD,1912.0
2667 TAPO ST,27117.0
2124 BRENTWOOD ST,6500.0
5198 MINERS CANDLE CT # 19,1224.0
5190 MESA MINT CT # 35,1551.0
1579 E JEFFERSON WAY,472516.0
1717 SIMI TOWN CENTER WAY,56889.0
1642 HEYWOOD ST UNIT F,1088.0
275 BLANK PURSUANT CA GC62 LN,1520.0
1998 SURVEYOR AVE,126224.0
LOWELL CT,12329.0
LOWELL CT,823.0
COCHRAN ST,249131.0
COCHRAN ST,34157.0
ROYAL AVE,11310.0
LOS ANGELES AVE,3545.0
2005 KUEHNER DR,20394.0
HIDDEN RANCH DR,6012.0
1659 PINESONG LN # 168,1547.0
1655 WINROCK WAY # 214,1705.0
1690 PINESONG LN # 171,1705.0
185 HARPSTONE LN # 159,1547.0
1678 MILLPARK LN # 177,1184.0
1767 MORNING ARBOR WAY # 155,1831.0
1791 MORNING ARBOR WAY # 156,1502.0
143 NIGHTWIND LN # 154,1499.0
184 HARPSTONE LN # 160,1547.0
1679 SUNBEAM LN # 182,1184.0
1691 SUNBEAM LN # 183,1480.0
173 HARPSTONE LN # 158,1499.0
161 HARPSTONE LN # 157,1705.0
493 NIGHT RAIN LN,1480.0
137 NIGHTWIND LN # 153,1547.0
1721 MORNING ARBOR WAY # 150,1831.0
148 NIGHTWIND LN # 151,1831.0
136 NIGHTWIND LN # 152,1547.0
FIRST ST,44113.0
SIMI SCHOOL DISTRICT,1893117.0
WOOD RNCH,4145115.0
STOW ST,127195.0
4050 APRICOT RD,37262.0
2450 TAPO ST,48304.0
2424 TAPO ST,11952.0
480 SINALOA RD,287103.0
4648 RUNWAY ST,32757.0
4585 RUNWAY ST,71002.0
5450 E LOS ANGELES AVE,226904.0
785 CONGRESSIONAL RD,1535.0
2490 SYCAMORE DR,31799.0
2864 SYCAMORE DR,72745.0
5218 INDIAN HILLS DR,5376.0
5218 INDIAN HILLS DR,1306.0
2923 FLANAGAN DR,10029.0
2020 DONVILLE AVE,15400.0
708 HOLBROOK AVE,7015.0
1290 DRAKE DR,10001.0
2383 SYCAMORE DR,14574.0
2240 BURNSIDE ST,6500.0
6815 SMITH RD,40510.0
4381 COCHRAN ST SPC 4,103237.0
1742 E LOS ANGELES AVE,113256.0
1711 DUNCAN ST,10230.0
4610 E LOS ANGELES AVE,29500.0
4680 E LOS ANGELES AVE,246114.0
MODEL VOY PRIME,0.0
465 KENNERICK LN,1520.0
4430 LUBBOCK DR,3484.0
VENTURA COUNTY,0.0
4490 LUBBOCK DR,3484.0
,0.0
1885 SURVEYOR AVE,46609.0
1825 SURVEYOR AVE,45738.0
1650 VOYAGER AVE,56628.0
1785 VOYAGER AVE,328007.0
4288 E LOS ANGELES AVE,10000.0
2616 PHIPPS AVE,10223.0
2624 PHIPPS AVE,10985.0
2630 PHIPPS AVE,10000.0
2638 PHIPPS AVE,9184.0
2644 PHIPPS AVE,9100.0
2652 PHIPPS AVE,9100.0
2666 PHIPPS AVE,9121.0
,3484888.0
2672 PHIPPS AVE,9481.0
,273781.0
2686 PHIPPS AVE,9931.0
2694 PHIPPS AVE,16581.0
,1884085.0
1987 ROYAL AVE,35743.0
,2205103.0
1216 PATRICIA AVE,47452.0
,1635049.0
N SITUS,0.0
58 MORELAND RD,34848.0
60 MORELAND RD,34412.0
2631 PHIPPS AVE,10942.0
2625 PHIPPS AVE,9810.0
2611 PHIPPS AVE,9238.0
2612 PRATHER ST,9271.0
1577 PRATHER ST,10154.0
1535 PRATHER ST,10095.0
1521 PRATHER ST,12985.0
1507 PRATHER ST,24248.0
2602 PHIPPS AVE,16847.0
,103632.0
2610 PHIPPS AVE,10481.0
4444 COCHRAN ST,36525.0
4555 RUNWAY ST,68389.0
1965 YOSEMITE AVE,23958.0
446 KENNERICK LN,1520.0
,64116.0
,1972216.0
549 SONATA WAY,1599.0
,3450.0
,3618280.0
,435364.0
,2000987.0
2837 COCHRAN ST,81892.0
,8018.0
2931 COCHRAN ST,95396.0
,1875.0
2845 COCHRAN ST,176418.0
2755 ALAMO ST,40743.0
,71750.0
665 E LOS ANGELES AVE,50640.0
,40250.0
,3500.0
,42000.0
585 E LOS ANGELES AVE,32022.0
,50135.0
2251 WARD AVE,92783.0
,21501.0
2265 WARD AVE,71874.0
,44900.0
,26250.0
,4000.0
,4499.0
,549.0
,3873.0
,19342.0
,10348.0
1605 1ST ST,21214.0
,6649.0
1029 VENTURA AVE,7100.0
,8116.0
SPINNAKER DR,0.0
1017 VENTURA AVE,7100.0
1378 E LOS ANGELES AVE,45514.0
1850 WILLIAMS ST,36991.0
1350 E LOS ANGELES AVE,46234.0
1542 E LOS ANGELES AVE,51836.0
1561 PATRICIA AVE,52272.0
1115 FITZGERALD RD,926.0
1175 FITZGERALD RD,926.0
1135 FITZGERALD RD,960.0
2090 YOSEMITE AVE,112384.0
5775 E LOS ANGELES AVE,80150.0
S LEWIS RD,0.0
195 TIERRA REJADA RD UNIT 203,103237.0
,32112.0
,66347.0
155 E EASY ST,105415.0
2280 SHASTA WAY,44866.0
465 E EASY ST,43995.0
2320 SHASTA WAY,336967.0
270 E EASY ST,44431.0
,0.0
290 E EASY ST,47480.0
2658 PHIPPS AVE,9100.0
5998 SERENA ST,16490.0
1855 COCHRAN ST,402494.0
1733 COCHRAN ST,638671.0
77 TIERRA REJADA RD,159551.0
2091 N MADERA RD,39378.0
4871 E LOS ANGELES AVE # BN,1213.0
525 COUNTRY CLUB DR,338447.0
2950 SYCAMORE DR,69140.0
2090 1ST ST,742452.0
2661 PRATHER ST,9120.0
1633 ERRINGER RD,17239.0
1731 PATRICIA AVE,10416.0
,204172.0
,6130.0
,6020.0
,5872.0
,5872.0
,5872.0
,5872.0
,5872.0
,5872.0
,5872.0
,6018.0
,10117.0
,11516.0
,7518.0
,6000.0
,6000.0
,6000.0
,6000.0
,6000.0
,4750.0
,4750.0
3368 WEST ST,8750.0
3318 WEST ST,4375.0
,4750.0
4531 ARCH ST,14021.0
,4750.0
5307 NORTH ST,17151.0
,4750.0
3379 SOMIS RD,14199.0
,6038.0
4584 NORTH ST,10098.0
,7141.0
5064 DODSON ST,8900.0
3460 SOMIS RD,10500.0
,4755.0
,4750.0
,4750.0
,4750.0
,4750.0
,4750.0
3356 SOMIS RD,23000.0
3700 GROVES PL,398574.0
,4750.0
3886 GROVES PL,111949.0
,5902.0
5193 NORTH ST,8200.0
,5426.0
5170 NORTH ST,8206.0
,4750.0
,4750.0
4892 NORTH ST,59677.0
,4750.0
,4750.0
4518 NORTH ST,5034.0
4622 NORTH ST,10363.0
3687 SOMIS RD,50529.0
11480 FOOTHILL RD,940460.0
11099 FOOTHILL RD,1096840.0
11065 FOOTHILL RD,263538.0
11015 FOOTHILL RD,287886.0
8068 PUESTA DEL SOL,4520.0
747 BARR HIGHLAND LN,348514.0
910 BARR HIGHLAND LN,239628.0
1159 BARR HIGHLAND LN,371531.0
8190 SULPHUR MOUNTAIN RD,375051.0
7142 CARPINTERIA AVE,2588.0
7152 CARPINTERIA AVE,3881.0
6855 VISTA DEL RINCON DR,3450.0
6851 VISTA DEL RINCON DR,3450.0
6901 VISTA DEL RINCON DR,4950.0
6841 W SANTA BARBARA AVE,5175.0
6819 W SANTA BARBARA AVE,2588.0
6862 ZELZAH AVE,2588.0
6880 ZELZAH AVE,2588.0
4190 N VENTURA AVE,13702.0
3658 N VENTURA AVE,224334.0
11041 FOOTHILL RD,390393.0
11025 FOOTHILL RD,234746.0
211 BARD LN,4449.0
3891 N VENTURA AVE,41818.0
3964 N VENTURA AVE,654969.0
3891 N VENTURA AVE STE C,81457.0
660 RANCHO VISTA LN,52272.0
925 RANCHO VISTA LN,361548.0
1240 RANCHO VISTA LN,49642.0
2645 N VENTURA AVE,28250.0
2645 N VENTURA AVE,254826.0
222 ROCKLITE RD,3310124.0
5590 OLIVAS PARK DR,333051.0
BREAKERS WAY,4550.0
BREAKERS WAY,4249.0
OCEAN AVE,3170.0
5047 CROOKED PALM RD,6600.0
5019 CROOKED PALM RD,6363.0
4777 CROOKED PALM RD,554083.0
249 CANADA LARGA RD,92347.0
11401 W TELEGRAPH RD,2109175.0
11669 W TELEGRAPH RD,2509491.0
12403 DARLING RD,86248.0
12403 DARLING RD,822848.0
6150 OLIVAS PARK DR,959626.0
4454 N VENTURA AVE,17667.0
4132 N VENTURA AVE SPC 25,103237.0
5042 CASITAS PASS RD # REO,500.0
11103 ASTER ST,7500.0
11157 VIOLETA ST,8000.0
11221 ROSAL LN,4250.0
11443 NARDO ST,6750.0
1167 LOS ANGELES AVE,5250.0
1257 AMAPOLA AVE,5250.0
1585 LIRIO AVE,119790.0
11364 VIOLETA ST,12556.0
1635 LIRIO AVE,40909.0
310 S WELLS RD,10834.0
1740 LIRIO AVE,81021.0
1591 LOS ANGELES AVE,33498.0
1593 LOS ANGELES AVE,37549.0
10975 JACINTO WAY,35850.0
1161 RANCHO VISTA LN,123274.0
5590 OLIVAS PARK DR,1542459.0
1497 LOS ANGELES AVE,32296.0
4197 N VENTURA AVE # 48,960.0
4197 N VENTURA AVE # 141,1512.0
4197 N VENTURA AVE # 152,1296.0
4197 N VENTURA AVE # 164,1320.0
4197 N VENTURA AVE # 31,1248.0
4197 N VENTURA AVE # 26,960.0
4197 N VENTURA AVE # 20,1322.0
4197 N VENTURA AVE # 53,760.0
4197 N VENTURA AVE # 88,1272.0
4197 N VENTURA AVE # 84,1068.0
4197 N VENTURA AVE # 108,1512.0
8520 OCEAN VIEW RD,238989.0
DARLING RD,3219752.0
DARLING RD,1096840.0
,84525.0
,2560.0
,151173.0
,576510.0
,3709.0
,463345.0
,400.0
1064 HINGHAM LN,4047.0
26 S GARDEN ST,51836.0
2784 JOHNSON DR # 5,54450.0
4041 TRANSPORT ST,47045.0
161 W MCFARLANE DR # 3,1477.0
60 S CALIFORNIA ST,6440.0
3200 GOLF COURSE DR,313183.0
1957 EASTMAN AVE,39120.0
1086 STRAVINSKY LN # 102,1270.0
390 S MILLS RD,50530.0
5351 ELMHURST ST,6344.0
572 N VENTURA AVE,3998.0
2040 PARK DR # 92,960.0
1068 PITTSFIELD LN,7576.0
1036 BRITTEN LN,91912.0
1071 BRITTEN LN,139392.0
4499 COPLAND DR # 3,1512.0
4499 COPLAND DR # 6,1512.0
50 W MAIN ST,14294.0
40 N FIR ST,2736.0
57 N KALORAMA ST,7500.0
93 S CHESTNUT ST,5000.0
93 S CHESTNUT ST,5000.0
702 COUNTY SQUARE DR,49658.0
7730 TELEGRAPH RD,281620.0
4721 MARKET ST,26790.0
5700 MOON DR,18556.0
3850 E MAIN ST,106722.0
3059 E MAIN ST,27452.0
2575 VISTA DEL MAR DR,171181.0
2575 VISTA DEL MAR DR,235272.0
4499 COPLAND DR # 34,1080.0
4499 COPLAND DR # 40,1080.0
4700 AURORA DR SPC 106,1248.0
4700 AURORA DR SPC 107,1248.0
4700 AURORA DR SPC 109,1248.0
4700 AURORA DR SPC 110,1248.0
4700 AURORA DR SPC 115,1248.0
3555 LOMA VISTA RD STE 200,7912.0
3555 LOMA VISTA RD STE 200,7912.0
3555 LOMA VISTA RD STE 200,7912.0
3555 LOMA VISTA RD STE 200,7912.0
3555 LOMA VISTA RD STE 200,7912.0
3555 LOMA VISTA RD STE 100,2582.0
10695 DOGWOOD DR,4956.0
1144 ARUNDELL AVE,102908.0
383 SILKTREE AVE,3760.0
970 N VENTURA AVE,5768.0
718 ADIRONDACK AVE,9328.0
2171 PORTOLA RD,23875.0
1065 HORIZON DR,10912.0
1097 PITTSFIELD LN,3485.0
1878 HILLCREST DR,6062.0
915 GOODMAN ST,87556.0
161 VIEWPOINT CIR,23095.0
7251 BRIARCLIFF CIR,24437.0
1226 BRUNSWICK LN,3401.0
5573 RUSHMORE ST,14925.0
1350 CAMDEN LN,5745.0
1811 KNOLL DR,4519.0
4535 MCGRATH ST,32144.0
2300 KNOLL DR STE H,0.0
34 W SANTA CLARA ST,9500.0
998 SHARON LN,4356.0
5360 CLIFFSIDE CIR,7500.0
6174 COBBLESTONE DR,20886.0
2443 PORTOLA RD,23875.0
661 COLINA VIS,13020.0
152 BELL WAY,29583.0
955 S SEAWARD AVE,232101.0
211 E THOMPSON BLVD,27000.0
3098 BAYSHORE AVE,8137.0
771 MONTE VISTA AVE,29091.0
1267 WESTRIDGE DR,16117.0
393 W SIMPSON ST,5395.0
7009 SUNRISE CT,15743.0
990 VIA ONDULANDO,10890.0
729 CREEKMONT CT,10005.0
931 VIA ARROYO,12850.0
683 ALVERSTONE AVE,8000.0
670 ADIRONDACK AVE,7582.0
679 ADIRONDACK AVE,10550.0
5362 EDGEHILL CIR,7568.0
536 SKYLINE RD,7200.0
656 COLINA VIS,14000.0
7000 MONTE VISTA CT,25090.0
40 FIX WAY,6058.0
5569 CRESTONE CT,12224.0
1723 E MAIN ST,13020.0
1006 SUNNYCREST AVE,12592.0
